sim_adipose	AADAT--VMP1	1840.72
sim_adipose	ABCG1--GPSM3	181.11
sim_adipose	AC011530.4--IL4	1067.52
sim_adipose	AC011997.1--SFMBT2	0.52
sim_adipose	AC024580.1--DDX3Y	688.30
sim_adipose	AC099552.4--SUPT3H	472.78
sim_adipose	ACAP1--CRYBB3	1242.65
sim_adipose	ACSL1--CAMSAP2	1.80
sim_adipose	ACSL6--KCNA7	117.05
sim_adipose	ACTN3--PBX3	0.96
sim_adipose	ACTR6--NME9	3454.91
sim_adipose	ADAMTS3--GABRR3	5.59
sim_adipose	ADGB--ZNF230	23.31
sim_adipose	ADM5--ARL6IP1	0.42
sim_adipose	AGAP2--RNF150	2.64
sim_adipose	AGPS--SUPT7L	0.35
sim_adipose	AKR1C1--C6orf222	628.65
sim_adipose	AKR1E2--DHX35	7.86
sim_adipose	AKT1S1--VPREB3	1.57
sim_adipose	AL356356.1--KAT8	1590.41
sim_adipose	ALKBH4--TMTC4	2.48
sim_adipose	ALPP--SGCG	2450.34
sim_adipose	AMN--EDIL3	431.01
sim_adipose	AMOT--CTRB1	218.68
sim_adipose	AMY1C--APOA5	1466.35
sim_adipose	ANK1--DSG2	8.86
sim_adipose	ANKRD2--CDC34	322.32
sim_adipose	ANO5--BMP6	24.22
sim_adipose	AOC2--CHKA	38.02
sim_adipose	AP003068.23--NEDD1	218.78
sim_adipose	AP1B1--ERI3	275.68
sim_adipose	AP5M1--UGT1A4	1263.48
sim_adipose	APCDD1L--ERGIC2	273.24
sim_adipose	APOOL--IGSF3	0.47
sim_adipose	AQP10--COBLL1	49.80
sim_adipose	ARHGAP28--ESPL1	769.38
sim_adipose	ARHGDIG--SLC5A8	431.07
sim_adipose	ARHGEF28--B3GNT4	32.51
sim_adipose	ARID3C--GCH1	1547.83
sim_adipose	ARL5C--PXDNL	0.66
sim_adipose	ARV1--EGR4	1.07
sim_adipose	ASAH2--NR2E1	458.81
sim_adipose	ASB14--CEP57	5.06
sim_adipose	ASTN1--DCTN6	6.67
sim_adipose	ATP13A4--CAMLG	9.90
sim_adipose	ATP5B--PIK3CB	0.32
sim_adipose	ATP6V0E1--ZSCAN1	5273.88
sim_adipose	ATP6V0E2--PAM	2749.13
sim_adipose	ATP6V1A--GPR123	3.17
sim_adipose	ATP8A1--ERI1	1103.06
sim_adipose	AVPR1A--ERMN	410.71
sim_adipose	AVPR2--TST	2.60
sim_adipose	B4GALNT4--CCNH	1192.17
sim_adipose	B4GALT1--USF2	4.87
sim_adipose	BARX2--LCE1D	9.31
sim_adipose	BCL2--MS4A2	13.13
sim_adipose	BCO2--NT5C1A	4930.85
sim_adipose	BMPR2--GAL3ST2	1868.07
sim_adipose	BNC2--FTCD	416.31
sim_adipose	BPIFA1--PMVK	30.01
sim_adipose	BUB3--PTOV1	6.24
sim_adipose	C11orf94--PDPN	6.31
sim_adipose	C12orf55--TMEM198	36.12
sim_adipose	C16orf72--RGS1	4.30
sim_adipose	C17orf51--TIFA	295.06
sim_adipose	C17orf98--MCM10	3.54
sim_adipose	C19orf43--HEPHL1	0.52
sim_adipose	C1orf200--ZNF512B	0.50
sim_adipose	C1orf234--CNPY2	0.43
sim_adipose	C20orf62--CLDN4	4.17
sim_adipose	C22orf43--PPP1R35	50.68
sim_adipose	C2orf44--USP39	670.07
sim_adipose	C4orf27--PPP1R3C	2533.58
sim_adipose	C9orf40--UNC79	131.60
sim_adipose	C9orf72--XCL1	37.29
sim_adipose	CABLES1--SPINK13	1196.10
sim_adipose	CAMSAP1--USP14	39.24
sim_adipose	CAPZB--DHX32	720.74
sim_adipose	CASD1--LRIG3	3216.67
sim_adipose	CASP9--GRIN2D	0.74
sim_adipose	CBLN1--PCDHA13	723.43
sim_adipose	CCDC103--SBNO2	249.76
sim_adipose	CCDC169--PSMG3	3.79
sim_adipose	CCDC27--CHST11	8.26
sim_adipose	CCL18--HEPACAM2	6.40
sim_adipose	CCL4L1--ZBTB18	17.01
sim_adipose	CCSER1--ZPBP	11.04
sim_adipose	CCT3--C17orf112	3.27
sim_adipose	CD244--GPR155	795.24
sim_adipose	CDK7--CCR8	5.87
sim_adipose	CFB--FKTN	13.04
sim_adipose	CFC1--VSNL1	24.78
sim_adipose	CGB2--NHEJ1	0.14
sim_adipose	CGB5--PLD5	895.29
sim_adipose	CHDH--CDH18	3.77
sim_adipose	CHRNA10--OGT	0.67
sim_adipose	CHST7--SCGB1D2	160.54
sim_adipose	CLASP1--TOR4A	6.64
sim_adipose	CLCN1--SNX3	1.60
sim_adipose	CLEC1A--MGAT3	61.21
sim_adipose	CNDP2--HSD3B7	1.66
sim_adipose	CNTNAP2--MAT2A	0.58
sim_adipose	COLEC10--RHAG	2.14
sim_adipose	COPS4--DEFB113	9.45
sim_adipose	COTL1--SRCAP	31.28
sim_adipose	CPA2--RPS4Y2	336.55
sim_adipose	CPS1--TMEM134	1.40
sim_adipose	CSF2RA--KCNG3	133.98
sim_adipose	CSNK2B--MMP2	54.16
sim_adipose	CST11--DCAF4	52.48
sim_adipose	CST9L--CXCR3	286.91
sim_adipose	CST9--ZNF771	153.88
sim_adipose	CTF1--MUC16	804.55
sim_adipose	CTSK--AP3M1	5121.38
sim_adipose	CTSL--NIM1	835.22
sim_adipose	CTSO--FAM65A	33.38
sim_adipose	CTSW--C6orf136	4.51
sim_adipose	CWC22--CAPS	5764.09
sim_adipose	CWC27--RP1L1	24.33
sim_adipose	CYBB--ZBTB12	63.85
sim_adipose	DCN--RTEL1	2.14
sim_adipose	DCUN1D2--CISD3	505.37
sim_adipose	DCUN1D3--RIMS1	1.49
sim_adipose	DDHD1--PIGB	0.47
sim_adipose	DDX59--ZC2HC1C	10.70
sim_adipose	DHCR24--SPAG11B	1.07
sim_adipose	DHPS--RAB1B	355.23
sim_adipose	DHX57--HRNR	6.40
sim_adipose	DKK1--C1orf220	1882.11
sim_adipose	DLG4--B3GALTL	37.73
sim_adipose	DLX4--NHP2	1.19
sim_adipose	DNALI1--SLC2A4	153.14
sim_adipose	DNM1--RAB10	1440.60
sim_adipose	DOPEY1--CD86	301.24
sim_adipose	DSP--SSR1	113.25
sim_adipose	DTD1--CARS2	2.61
sim_adipose	DTHD1--ZC3H12A	35.89
sim_adipose	DUSP19--SIK2	2.49
sim_adipose	DYNC2LI1--AL590708.2	567.20
sim_adipose	EAF2--GHSR	126.53
