sim1_reads|AADAT--VMP1
sim1_reads|ABCG1--GPSM3
sim1_reads|AC011530.4--IL4
sim1_reads|AC011997.1--SFMBT2
sim1_reads|AC024580.1--DDX3Y
sim1_reads|AC099552.4--SUPT3H
sim1_reads|ACAP1--CRYBB3
sim1_reads|ACSL1--CAMSAP2
sim1_reads|ACSL6--KCNA7
sim1_reads|ACTN3--PBX3
sim1_reads|ACTR6--NME9
sim1_reads|ADAMTS3--GABRR3
sim1_reads|ADGB--ZNF230
sim1_reads|ADM5--ARL6IP1
sim1_reads|AGAP2--RNF150
sim1_reads|AGPS--SUPT7L
sim1_reads|AKR1C1--C6orf222
sim1_reads|AKR1E2--DHX35
sim1_reads|AKT1S1--VPREB3
sim1_reads|AL356356.1--KAT8
sim1_reads|ALKBH4--TMTC4
sim1_reads|ALPP--SGCG
sim1_reads|AMN--EDIL3
sim1_reads|AMOT--CTRB1
sim1_reads|AMY1C--APOA5
sim1_reads|ANK1--DSG2
sim1_reads|ANKRD2--CDC34
sim1_reads|ANO5--BMP6
sim1_reads|AOC2--CHKA
sim1_reads|AP003068.23--NEDD1
sim1_reads|AP1B1--ERI3
sim1_reads|AP5M1--UGT1A4
sim1_reads|APCDD1L--ERGIC2
sim1_reads|APOOL--IGSF3
sim1_reads|AQP10--COBLL1
sim1_reads|ARHGAP28--ESPL1
sim1_reads|ARHGDIG--SLC5A8
sim1_reads|ARHGEF28--B3GNT4
sim1_reads|ARID3C--GCH1
sim1_reads|ARL5C--PXDNL
sim1_reads|ARV1--EGR4
sim1_reads|ASAH2--NR2E1
sim1_reads|ASB14--CEP57
sim1_reads|ASTN1--DCTN6
sim1_reads|ATP13A4--CAMLG
sim1_reads|ATP5B--PIK3CB
sim1_reads|ATP6V0E1--ZSCAN1
sim1_reads|ATP6V0E2--PAM
sim1_reads|ATP6V1A--GPR123
sim1_reads|ATP8A1--ERI1
sim1_reads|AVPR1A--ERMN
sim1_reads|AVPR2--TST
sim1_reads|B4GALNT4--CCNH
sim1_reads|B4GALT1--USF2
sim1_reads|BARX2--LCE1D
sim1_reads|BCL2--MS4A2
sim1_reads|BCO2--NT5C1A
sim1_reads|BMPR2--GAL3ST2
sim1_reads|BNC2--FTCD
sim1_reads|BPIFA1--PMVK
sim1_reads|BUB3--PTOV1
sim1_reads|C11orf94--PDPN
sim1_reads|C12orf55--TMEM198
sim1_reads|C16orf72--RGS1
sim1_reads|C17orf51--TIFA
sim1_reads|C17orf98--MCM10
sim1_reads|C19orf43--HEPHL1
sim1_reads|C1orf200--ZNF512B
sim1_reads|C1orf234--CNPY2
sim1_reads|C20orf62--CLDN4
sim1_reads|C22orf43--PPP1R35
sim1_reads|C2orf44--USP39
sim1_reads|C4orf27--PPP1R3C
sim1_reads|C9orf40--UNC79
sim1_reads|C9orf72--XCL1
sim1_reads|CABLES1--SPINK13
sim1_reads|CAMSAP1--USP14
sim1_reads|CAPZB--DHX32
sim1_reads|CASD1--LRIG3
sim1_reads|CASP9--GRIN2D
sim1_reads|CBLN1--PCDHA13
sim1_reads|CCDC103--SBNO2
sim1_reads|CCDC169--PSMG3
sim1_reads|CCDC27--CHST11
sim1_reads|CCL18--HEPACAM2
sim1_reads|CCL4L1--ZBTB18
sim1_reads|CCSER1--ZPBP
sim1_reads|CCT3--C17orf112
sim1_reads|CD244--GPR155
sim1_reads|CDK7--CCR8
sim1_reads|CFB--FKTN
sim1_reads|CFC1--VSNL1
sim1_reads|CGB2--NHEJ1
sim1_reads|CGB5--PLD5
sim1_reads|CHDH--CDH18
sim1_reads|CHRNA10--OGT
sim1_reads|CHST7--SCGB1D2
sim1_reads|CLASP1--TOR4A
sim1_reads|CLCN1--SNX3
sim1_reads|CLEC1A--MGAT3
sim1_reads|CNDP2--HSD3B7
sim1_reads|CNTNAP2--MAT2A
sim1_reads|COLEC10--RHAG
sim1_reads|COPS4--DEFB113
sim1_reads|COTL1--SRCAP
sim1_reads|CPA2--RPS4Y2
sim1_reads|CPS1--TMEM134
sim1_reads|CSF2RA--KCNG3
sim1_reads|CSNK2B--MMP2
sim1_reads|CST11--DCAF4
sim1_reads|CST9--ZNF771
sim1_reads|CST9L--CXCR3
sim1_reads|CTF1--MUC16
sim1_reads|CTSK--AP3M1
sim1_reads|CTSL--NIM1
sim1_reads|CTSO--FAM65A
sim1_reads|CTSW--C6orf136
sim1_reads|CWC22--CAPS
sim1_reads|CWC27--RP1L1
sim1_reads|CYBB--ZBTB12
sim1_reads|DCN--RTEL1
sim1_reads|DCUN1D2--CISD3
sim1_reads|DCUN1D3--RIMS1
sim1_reads|DDHD1--PIGB
sim1_reads|DDX59--ZC2HC1C
sim1_reads|DHCR24--SPAG11B
sim1_reads|DHPS--RAB1B
sim1_reads|DHX57--HRNR
sim1_reads|DKK1--C1orf220
sim1_reads|DLG4--B3GALTL
sim1_reads|DLX4--NHP2
sim1_reads|DNALI1--SLC2A4
sim1_reads|DNM1--RAB10
sim1_reads|DOPEY1--CD86
sim1_reads|DSP--SSR1
sim1_reads|DTD1--CARS2
sim1_reads|DTHD1--ZC3H12A
sim1_reads|DUSP19--SIK2
sim1_reads|DYNC2LI1--AL590708.2
sim1_reads|EAF2--GHSR
sim1_reads|EDNRB--LY6G6F
sim1_reads|EFCAB3--CHTF18
sim1_reads|EFHD1--AAK1
sim1_reads|EFNA1--OSER1
sim1_reads|EFNB3--ATP2A3
sim1_reads|EHD3--TLCD1
sim1_reads|EIF2AK1--EFS
sim1_reads|EIF2AK3--RAP1GAP
sim1_reads|EIF4EBP3--DUS3L
sim1_reads|ELOVL7--AKAP8L
sim1_reads|EMC10--CUX2
sim1_reads|EMC7--MED12
sim1_reads|EPX--KANK4
sim1_reads|ERCC8--KATNAL2
sim1_reads|FABP7--ZNF33B
sim1_reads|FADS2--CHP1
sim1_reads|FAM101B--SLC25A11
sim1_reads|FAM160A2--GGT7
sim1_reads|FAM213A--FAM230A
sim1_reads|FAM83G--PLCXD1
sim1_reads|FAN1--HHATL
sim1_reads|FAT2--CDCA4
sim1_reads|FBXO22--ZNF84
sim1_reads|FBXO33--FBN2
sim1_reads|FGF6--KMT2E
sim1_reads|FNDC3B--APOLD1
sim1_reads|FOLR1--VSTM1
sim1_reads|FOXO6--UBE2S
sim1_reads|FRMPD3--SP8
sim1_reads|FRY--KIAA0556
sim1_reads|GABRA1--RHOT1
sim1_reads|GABRA3--GPM6A
sim1_reads|GABRA6--SCYL3
sim1_reads|GAGE2A--LYRM1
sim1_reads|GALP--BORA
sim1_reads|GALT--GAGE12H
sim1_reads|GAPVD1--MTUS2
sim1_reads|GAS7--B3GAT1
sim1_reads|GLRX5--VSTM2L
sim1_reads|GNG10--CLEC4G
sim1_reads|GOLGA7--AVP
sim1_reads|GP2--PDZD7
sim1_reads|GPR56--BCOR
sim1_reads|GPR64--FCRL3
